6205,38,4/1/2018 12:00:00 AM,4/1/2018 12:00:00 AM
6206,86,4/1/2018 6:00:00 AM,4/1/2018 6:00:00 AM
6207,2,4/1/2018 12:00:00 PM,4/1/2018 12:00:00 PM
6208,67,4/1/2018 6:00:00 PM,4/1/2018 6:00:00 PM
6209,73,4/2/2018 12:00:00 AM,4/2/2018 12:00:00 AM
6210,92,4/2/2018 6:00:00 AM,4/2/2018 6:00:00 AM
6211,30,4/2/2018 12:00:00 PM,4/2/2018 12:00:00 PM
6212,58,4/2/2018 6:00:00 PM,4/2/2018 6:00:00 PM
6213,14,4/3/2018 12:00:00 AM,4/3/2018 12:00:00 AM
6214,40,4/3/2018 6:00:00 AM,4/3/2018 6:00:00 AM
6215,29,4/3/2018 12:00:00 PM,4/3/2018 12:00:00 PM
6216,35,4/3/2018 6:00:00 PM,4/3/2018 6:00:00 PM
6217,29,4/4/2018 12:00:00 AM,4/4/2018 12:00:00 AM
6218,29,4/4/2018 6:00:00 AM,4/4/2018 6:00:00 AM
6219,62,4/4/2018 12:00:00 PM,4/4/2018 12:00:00 PM
6220,93,4/4/2018 6:00:00 PM,4/4/2018 6:00:00 PM
6221,25,4/5/2018 12:00:00 AM,4/5/2018 12:00:00 AM
6222,73,4/5/2018 6:00:00 AM,4/5/2018 6:00:00 AM
6223,21,4/5/2018 12:00:00 PM,4/5/2018 12:00:00 PM
6224,80,4/5/2018 6:00:00 PM,4/5/2018 6:00:00 PM
6225,13,4/6/2018 12:00:00 AM,4/6/2018 12:00:00 AM
6226,74,4/6/2018 6:00:00 AM,4/6/2018 6:00:00 AM
6227,49,4/6/2018 12:00:00 PM,4/6/2018 12:00:00 PM
6228,77,4/6/2018 6:00:00 PM,4/6/2018 6:00:00 PM
6229,59,4/7/2018 12:00:00 AM,4/7/2018 12:00:00 AM
6230,71,4/7/2018 6:00:00 AM,4/7/2018 6:00:00 AM
6231,41,4/7/2018 12:00:00 PM,4/7/2018 12:00:00 PM
6232,22,4/7/2018 6:00:00 PM,4/7/2018 6:00:00 PM
6233,54,4/8/2018 12:00:00 AM,4/8/2018 12:00:00 AM
6234,64,4/8/2018 6:00:00 AM,4/8/2018 6:00:00 AM
6235,72,4/8/2018 12:00:00 PM,4/8/2018 12:00:00 PM
6236,98,4/8/2018 6:00:00 PM,4/8/2018 6:00:00 PM
6237,65,4/9/2018 12:00:00 AM,4/9/2018 12:00:00 AM
6238,22,4/9/2018 6:00:00 AM,4/9/2018 6:00:00 AM
6239,56,4/9/2018 12:00:00 PM,4/9/2018 12:00:00 PM
6240,84,4/9/2018 6:00:00 PM,4/9/2018 6:00:00 PM
6241,25,4/10/2018 12:00:00 AM,4/10/2018 12:00:00 AM
6242,69,4/10/2018 6:00:00 AM,4/10/2018 6:00:00 AM
6243,12,4/10/2018 12:00:00 PM,4/10/2018 12:00:00 PM
6244,2,4/10/2018 6:00:00 PM,4/10/2018 6:00:00 PM
6245,30,4/11/2018 12:00:00 AM,4/11/2018 12:00:00 AM
6246,34,4/11/2018 6:00:00 AM,4/11/2018 6:00:00 AM
6247,79,4/11/2018 12:00:00 PM,4/11/2018 12:00:00 PM
6248,58,4/11/2018 6:00:00 PM,4/11/2018 6:00:00 PM
6249,83,4/12/2018 12:00:00 AM,4/12/2018 12:00:00 AM
6250,64,4/12/2018 6:00:00 AM,4/12/2018 6:00:00 AM
6251,89,4/12/2018 12:00:00 PM,4/12/2018 12:00:00 PM
6252,41,4/12/2018 6:00:00 PM,4/12/2018 6:00:00 PM
6253,17,4/13/2018 12:00:00 AM,4/13/2018 12:00:00 AM
6254,90,4/13/2018 6:00:00 AM,4/13/2018 6:00:00 AM
6255,9,4/13/2018 12:00:00 PM,4/13/2018 12:00:00 PM
6256,76,4/13/2018 6:00:00 PM,4/13/2018 6:00:00 PM
6257,16,4/14/2018 12:00:00 AM,4/14/2018 12:00:00 AM
6258,54,4/14/2018 6:00:00 AM,4/14/2018 6:00:00 AM
6259,2,4/14/2018 12:00:00 PM,4/14/2018 12:00:00 PM
6260,0,4/14/2018 6:00:00 PM,4/14/2018 6:00:00 PM
6261,11,4/15/2018 12:00:00 AM,4/15/2018 12:00:00 AM
6262,94,4/15/2018 6:00:00 AM,4/15/2018 6:00:00 AM
6263,36,4/15/2018 12:00:00 PM,4/15/2018 12:00:00 PM
6264,10,4/15/2018 6:00:00 PM,4/15/2018 6:00:00 PM
6265,54,4/16/2018 12:00:00 AM,4/16/2018 12:00:00 AM
6266,16,4/16/2018 6:00:00 AM,4/16/2018 6:00:00 AM
6267,26,4/16/2018 12:00:00 PM,4/16/2018 12:00:00 PM
6268,92,4/16/2018 6:00:00 PM,4/16/2018 6:00:00 PM
6269,95,4/17/2018 12:00:00 AM,4/17/2018 12:00:00 AM
6270,54,4/17/2018 6:00:00 AM,4/17/2018 6:00:00 AM
6271,37,4/17/2018 12:00:00 PM,4/17/2018 12:00:00 PM
6272,49,4/17/2018 6:00:00 PM,4/17/2018 6:00:00 PM
6273,64,4/18/2018 12:00:00 AM,4/18/2018 12:00:00 AM
6274,0,4/18/2018 6:00:00 AM,4/18/2018 6:00:00 AM
6275,30,4/18/2018 12:00:00 PM,4/18/2018 12:00:00 PM
6276,89,4/18/2018 6:00:00 PM,4/18/2018 6:00:00 PM
6277,42,4/19/2018 12:00:00 AM,4/19/2018 12:00:00 AM
6278,16,4/19/2018 6:00:00 AM,4/19/2018 6:00:00 AM
6279,87,4/19/2018 12:00:00 PM,4/19/2018 12:00:00 PM
6280,54,4/19/2018 6:00:00 PM,4/19/2018 6:00:00 PM
6281,89,4/20/2018 12:00:00 AM,4/20/2018 12:00:00 AM
6282,51,4/20/2018 6:00:00 AM,4/20/2018 6:00:00 AM
6283,8,4/20/2018 12:00:00 PM,4/20/2018 12:00:00 PM
6284,35,4/20/2018 6:00:00 PM,4/20/2018 6:00:00 PM
6285,91,4/21/2018 12:00:00 AM,4/21/2018 12:00:00 AM
6286,88,4/21/2018 6:00:00 AM,4/21/2018 6:00:00 AM
6287,41,4/21/2018 12:00:00 PM,4/21/2018 12:00:00 PM
6288,17,4/21/2018 6:00:00 PM,4/21/2018 6:00:00 PM
6289,63,4/22/2018 12:00:00 AM,4/22/2018 12:00:00 AM
6290,12,4/22/2018 6:00:00 AM,4/22/2018 6:00:00 AM
6291,66,4/22/2018 12:00:00 PM,4/22/2018 12:00:00 PM
6292,7,4/22/2018 6:00:00 PM,4/22/2018 6:00:00 PM
6293,20,4/23/2018 12:00:00 AM,4/23/2018 12:00:00 AM
6294,36,4/23/2018 6:00:00 AM,4/23/2018 6:00:00 AM
6295,63,4/23/2018 12:00:00 PM,4/23/2018 12:00:00 PM
6296,52,4/23/2018 6:00:00 PM,4/23/2018 6:00:00 PM
6297,67,4/24/2018 12:00:00 AM,4/24/2018 12:00:00 AM
6298,21,4/24/2018 6:00:00 AM,4/24/2018 6:00:00 AM
6299,19,4/24/2018 12:00:00 PM,4/24/2018 12:00:00 PM
6300,77,4/24/2018 6:00:00 PM,4/24/2018 6:00:00 PM
6301,90,4/25/2018 12:00:00 AM,4/25/2018 12:00:00 AM
6302,56,4/25/2018 6:00:00 AM,4/25/2018 6:00:00 AM
6303,6,4/25/2018 12:00:00 PM,4/25/2018 12:00:00 PM
6304,74,4/25/2018 6:00:00 PM,4/25/2018 6:00:00 PM
6305,9,4/26/2018 12:00:00 AM,4/26/2018 12:00:00 AM
6306,11,4/26/2018 6:00:00 AM,4/26/2018 6:00:00 AM
6307,99,4/26/2018 12:00:00 PM,4/26/2018 12:00:00 PM
6308,34,4/26/2018 6:00:00 PM,4/26/2018 6:00:00 PM
6309,14,4/27/2018 12:00:00 AM,4/27/2018 12:00:00 AM
6310,66,4/27/2018 6:00:00 AM,4/27/2018 6:00:00 AM
6311,72,4/27/2018 12:00:00 PM,4/27/2018 12:00:00 PM
6312,95,4/27/2018 6:00:00 PM,4/27/2018 6:00:00 PM
6313,7,4/28/2018 12:00:00 AM,4/28/2018 12:00:00 AM
6314,33,4/28/2018 6:00:00 AM,4/28/2018 6:00:00 AM
6315,46,4/28/2018 12:00:00 PM,4/28/2018 12:00:00 PM
6316,32,4/28/2018 6:00:00 PM,4/28/2018 6:00:00 PM
6317,92,4/29/2018 12:00:00 AM,4/29/2018 12:00:00 AM
6318,15,4/29/2018 6:00:00 AM,4/29/2018 6:00:00 AM
6319,29,4/29/2018 12:00:00 PM,4/29/2018 12:00:00 PM
6320,36,4/29/2018 6:00:00 PM,4/29/2018 6:00:00 PM
6321,13,4/30/2018 12:00:00 AM,4/30/2018 12:00:00 AM
6322,38,4/30/2018 6:00:00 AM,4/30/2018 6:00:00 AM
6323,50,4/30/2018 12:00:00 PM,4/30/2018 12:00:00 PM
6324,28,4/30/2018 6:00:00 PM,4/30/2018 6:00:00 PM
6325,14,5/1/2018 12:00:00 AM,5/1/2018 12:00:00 AM
6326,38,5/1/2018 6:00:00 AM,5/1/2018 6:00:00 AM
6327,85,5/1/2018 12:00:00 PM,5/1/2018 12:00:00 PM
6328,9,5/1/2018 6:00:00 PM,5/1/2018 6:00:00 PM
6329,56,5/2/2018 12:00:00 AM,5/2/2018 12:00:00 AM
6330,58,5/2/2018 6:00:00 AM,5/2/2018 6:00:00 AM
6331,4,5/2/2018 12:00:00 PM,5/2/2018 12:00:00 PM
6332,24,5/2/2018 6:00:00 PM,5/2/2018 6:00:00 PM
6333,88,5/3/2018 12:00:00 AM,5/3/2018 12:00:00 AM
6334,73,5/3/2018 6:00:00 AM,5/3/2018 6:00:00 AM
6335,86,5/3/2018 12:00:00 PM,5/3/2018 12:00:00 PM
6336,79,5/3/2018 6:00:00 PM,5/3/2018 6:00:00 PM
6337,77,5/4/2018 12:00:00 AM,5/4/2018 12:00:00 AM
6338,64,5/4/2018 6:00:00 AM,5/4/2018 6:00:00 AM
