1461,59,1/1/2015 12:00:00 AM,1/1/2015 12:00:00 AM
1462,75,1/1/2015 6:00:00 AM,1/1/2015 6:00:00 AM
1463,26,1/1/2015 12:00:00 PM,1/1/2015 12:00:00 PM
1464,83,1/1/2015 6:00:00 PM,1/1/2015 6:00:00 PM
1465,65,1/2/2015 12:00:00 AM,1/2/2015 12:00:00 AM
1466,88,1/2/2015 6:00:00 AM,1/2/2015 6:00:00 AM
1467,65,1/2/2015 12:00:00 PM,1/2/2015 12:00:00 PM
1468,22,1/2/2015 6:00:00 PM,1/2/2015 6:00:00 PM
1469,80,1/3/2015 12:00:00 AM,1/3/2015 12:00:00 AM
1470,12,1/3/2015 6:00:00 AM,1/3/2015 6:00:00 AM
1471,1,1/3/2015 12:00:00 PM,1/3/2015 12:00:00 PM
1472,46,1/3/2015 6:00:00 PM,1/3/2015 6:00:00 PM
1473,91,1/4/2015 12:00:00 AM,1/4/2015 12:00:00 AM
1474,34,1/4/2015 6:00:00 AM,1/4/2015 6:00:00 AM
1475,58,1/4/2015 12:00:00 PM,1/4/2015 12:00:00 PM
1476,43,1/4/2015 6:00:00 PM,1/4/2015 6:00:00 PM
1477,81,1/5/2015 12:00:00 AM,1/5/2015 12:00:00 AM
1478,80,1/5/2015 6:00:00 AM,1/5/2015 6:00:00 AM
1479,70,1/5/2015 12:00:00 PM,1/5/2015 12:00:00 PM
1480,95,1/5/2015 6:00:00 PM,1/5/2015 6:00:00 PM
1481,68,1/6/2015 12:00:00 AM,1/6/2015 12:00:00 AM
1482,84,1/6/2015 6:00:00 AM,1/6/2015 6:00:00 AM
1483,54,1/6/2015 12:00:00 PM,1/6/2015 12:00:00 PM
1484,53,1/6/2015 6:00:00 PM,1/6/2015 6:00:00 PM
1485,28,1/7/2015 12:00:00 AM,1/7/2015 12:00:00 AM
1486,11,1/7/2015 6:00:00 AM,1/7/2015 6:00:00 AM
1487,4,1/7/2015 12:00:00 PM,1/7/2015 12:00:00 PM
1488,84,1/7/2015 6:00:00 PM,1/7/2015 6:00:00 PM
1489,28,1/8/2015 12:00:00 AM,1/8/2015 12:00:00 AM
1490,83,1/8/2015 6:00:00 AM,1/8/2015 6:00:00 AM
1491,94,1/8/2015 12:00:00 PM,1/8/2015 12:00:00 PM
1492,88,1/8/2015 6:00:00 PM,1/8/2015 6:00:00 PM
1493,41,1/9/2015 12:00:00 AM,1/9/2015 12:00:00 AM
1494,11,1/9/2015 6:00:00 AM,1/9/2015 6:00:00 AM
1495,90,1/9/2015 12:00:00 PM,1/9/2015 12:00:00 PM
1496,97,1/9/2015 6:00:00 PM,1/9/2015 6:00:00 PM
1497,23,1/10/2015 12:00:00 AM,1/10/2015 12:00:00 AM
1498,29,1/10/2015 6:00:00 AM,1/10/2015 6:00:00 AM
1499,61,1/10/2015 12:00:00 PM,1/10/2015 12:00:00 PM
1500,93,1/10/2015 6:00:00 PM,1/10/2015 6:00:00 PM
1501,99,1/11/2015 12:00:00 AM,1/11/2015 12:00:00 AM
1502,11,1/11/2015 6:00:00 AM,1/11/2015 6:00:00 AM
1503,23,1/11/2015 12:00:00 PM,1/11/2015 12:00:00 PM
1504,39,1/11/2015 6:00:00 PM,1/11/2015 6:00:00 PM
1505,25,1/12/2015 12:00:00 AM,1/12/2015 12:00:00 AM
1506,67,1/12/2015 6:00:00 AM,1/12/2015 6:00:00 AM
1507,22,1/12/2015 12:00:00 PM,1/12/2015 12:00:00 PM
1508,69,1/12/2015 6:00:00 PM,1/12/2015 6:00:00 PM
1509,79,1/13/2015 12:00:00 AM,1/13/2015 12:00:00 AM
1510,54,1/13/2015 6:00:00 AM,1/13/2015 6:00:00 AM
1511,30,1/13/2015 12:00:00 PM,1/13/2015 12:00:00 PM
1512,23,1/13/2015 6:00:00 PM,1/13/2015 6:00:00 PM
1513,6,1/14/2015 12:00:00 AM,1/14/2015 12:00:00 AM
1514,86,1/14/2015 6:00:00 AM,1/14/2015 6:00:00 AM
1515,52,1/14/2015 12:00:00 PM,1/14/2015 12:00:00 PM
1516,92,1/14/2015 6:00:00 PM,1/14/2015 6:00:00 PM
1517,52,1/15/2015 12:00:00 AM,1/15/2015 12:00:00 AM
1518,73,1/15/2015 6:00:00 AM,1/15/2015 6:00:00 AM
1519,25,1/15/2015 12:00:00 PM,1/15/2015 12:00:00 PM
1520,81,1/15/2015 6:00:00 PM,1/15/2015 6:00:00 PM
1521,86,1/16/2015 12:00:00 AM,1/16/2015 12:00:00 AM
1522,19,1/16/2015 6:00:00 AM,1/16/2015 6:00:00 AM
1523,71,1/16/2015 12:00:00 PM,1/16/2015 12:00:00 PM
1524,31,1/16/2015 6:00:00 PM,1/16/2015 6:00:00 PM
1525,69,1/17/2015 12:00:00 AM,1/17/2015 12:00:00 AM
1526,37,1/17/2015 6:00:00 AM,1/17/2015 6:00:00 AM
1527,63,1/17/2015 12:00:00 PM,1/17/2015 12:00:00 PM
1528,71,1/17/2015 6:00:00 PM,1/17/2015 6:00:00 PM
1529,90,1/18/2015 12:00:00 AM,1/18/2015 12:00:00 AM
1530,76,1/18/2015 6:00:00 AM,1/18/2015 6:00:00 AM
1531,61,1/18/2015 12:00:00 PM,1/18/2015 12:00:00 PM
1532,60,1/18/2015 6:00:00 PM,1/18/2015 6:00:00 PM
1533,14,1/19/2015 12:00:00 AM,1/19/2015 12:00:00 AM
1534,12,1/19/2015 6:00:00 AM,1/19/2015 6:00:00 AM
1535,59,1/19/2015 12:00:00 PM,1/19/2015 12:00:00 PM
1536,86,1/19/2015 6:00:00 PM,1/19/2015 6:00:00 PM
1537,41,1/20/2015 12:00:00 AM,1/20/2015 12:00:00 AM
1538,62,1/20/2015 6:00:00 AM,1/20/2015 6:00:00 AM
1539,26,1/20/2015 12:00:00 PM,1/20/2015 12:00:00 PM
1540,37,1/20/2015 6:00:00 PM,1/20/2015 6:00:00 PM
1541,56,1/21/2015 12:00:00 AM,1/21/2015 12:00:00 AM
1542,51,1/21/2015 6:00:00 AM,1/21/2015 6:00:00 AM
1543,27,1/21/2015 12:00:00 PM,1/21/2015 12:00:00 PM
1544,6,1/21/2015 6:00:00 PM,1/21/2015 6:00:00 PM
1545,88,1/22/2015 12:00:00 AM,1/22/2015 12:00:00 AM
1546,41,1/22/2015 6:00:00 AM,1/22/2015 6:00:00 AM
1547,88,1/22/2015 12:00:00 PM,1/22/2015 12:00:00 PM
1548,77,1/22/2015 6:00:00 PM,1/22/2015 6:00:00 PM
1549,65,1/23/2015 12:00:00 AM,1/23/2015 12:00:00 AM
